user.name	tweet.location	tweet.geoLocation	tweet.retweet	tweet.content	block.numsenti.negative	senti.neutral	senti.positive	senti.compound
Justhike	Phoenix, AZ	-111.97418626,33.52182682	false	#hiking #Geocache #Geocaching @ Echo Canyon Summit Trail, Camelback Mountain in Phoenix, Arizona https://t.co/HxKXWVCNWw	260	0.0	1.0	0.0	0.0
HonorHealthJobs	Phoenix, AZ	-112.0708775,33.5694587	false	This #job might be a great fit for you: PHYSICAL THERAPIST I - https://t.co/H7zD9xm18P #Healthcare #Phoenix, AZ https://t.co/ly6BC6g7U0	314	0.0	0.68	0.32	0.765
SunstateJobs	Phoenix, AZ	-112.0740373,33.4483771	false	Join the Sunstate Equipment Co. team! See our latest #job opening here: https://t.co/Fkk0P7LxFH #Finance #Phoenix, https://t.co/2DHxy627uT	174	0.0	0.858	0.142	0.3595
CareersAMC	Arizona, USA	-112.2256801,33.6420951	false	Can you recommend anyone for this #job? Film Crew - https://t.co/7AiZDWjJkj #Film #MovieTheatre #Glendale, AZ https://t.co/AuKq4bFNOQ	386	0.0	0.848	0.152	0.3612
tmj_phx_hrta	Phoenix, AZ	-112.0295106,33.5103372	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/B4ZwcY9qi8 #Hospitality #Veterans #Hiring #CareerArc	257	0.0	1.0	0.0	0.0
Phoenix_LAF	Phoenix, AZ	-112.07372189,33.4462674	false	#PhoenixLostFound FOUND CHIHUAHUA (El Mirage): I found a small (~10 lbs.) brown and white chihuahua in El Mirage in https://t.co/WPI1HngGba	174	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	See our latest #Phoenix, AZ #job and click to apply: Registered Nurse - Intensive Care Unit - Full Time - DAYS - https://t.co/agjHkUOmrY	196	0.0	0.849	0.151	0.4939
Justhike	Phoenix, AZ	-111.97418626,33.52182682	false	#Geocaching #Geocache #hiking @ Echo Canyon Summit Trail, Camelback Mountain in Phoenix, Arizona https://t.co/Cy7SEaOgNy	260	0.0	1.0	0.0	0.0
LNRisk_Jobs	Phoenix, AZ	-112.0740373,33.4483771	false	Want to work at LexisNexis Risk? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/mXuyAs2y3K #Job #Sales #Jobs	174	0.121	0.813	0.066	-0.2714
tmj_phx_health	Phoenix, AZ	-112.0740373,33.4483771	false	This #job might be a great fit for you: HH Physical Therapist(25057) - https://t.co/pE6nMXD70E #Healthcare #Phoenix, AZ #Hiring #CareerArc	174	0.0	0.694	0.306	0.765
tmj_phx_nursing	Sun City, AZ	-112.2718239,33.5975393	false	Want to work in #SunCity, AZ? View our latest opening: https://t.co/2E5BycjaIN #Job #Nursing #Jobs #Hiring #CareerArc	343	0.0	0.92	0.08	0.0772
npdigital	Phoenix, AZ	-112.08000139,33.45499607	false	Lunch with Al @ Cibo Pizzeria https://t.co/2gPNi0oWBD	194	0.0	1.0	0.0	0.0
HortonJobs	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/wclgfGtXI3 #homedesign #Hiring	174	0.0	0.828	0.172	0.3612
tmj_phx_cosmo	Phoenix, AZ	-112.0551044,33.3041308	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/WuoQ1XgWCH #Cosmetology #Hiring #CareerArc	15	0.0	0.839	0.161	0.3612
PLRGRESALE	Phoenix, AZ	-112.047979,33.523871	false	Size 12 lululemon shorts for only $30 at Uptown! #ootd #shoplocalphx #igersphx #winterstyle https://t.co/oKsHTTNLrR	256	0.0	1.0	0.0	0.0
tmj_phx_retail	Sun City, AZ	-112.2718239,33.5975393	false	Join the CVS Health team! See our latest #job opening here: https://t.co/llnYMHsdAA #Retail #SunCity, AZ #Hiring #CareerArc	343	0.0	0.865	0.135	0.3595
tmj_phx_cstsrv	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job? Associate Customer Service Representative - https://t.co/xQPDfnoirr #CustomerService #Phoenix, AZ	174	0.0	0.848	0.152	0.3612
OfficeTeamJobs	Phoenix, AZ	-112.029752,33.4040693	false	Join the OfficeTeam team! See our latest #job opening here: https://t.co/t9ID2Zdgff #OfficeTeam #Clerical #Phoenix, AZ #Hiring	137	0.0	0.858	0.142	0.3595
tmj_phx_hrta	Phoenix, AZ	-112.0295106,33.5103372	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/uiBMIOYRS0 #Hospitality #Veterans #Hiring #CareerArc	257	0.0	0.848	0.152	0.3612
TheRealMattMac	Phoenix, AZ	-112.27889,33.403168	false	I'm at The Oasis in Tolleson, AZ https://t.co/IeEPhr9y3s	123	0.0	1.0	0.0	0.0
PLRGRESALE	Phoenix, AZ	-112.047979,33.523871	false	Cutie little size 4 lululemon bra at Uptown for just $29! #ootd #shoplocalphx #igersphx https://t.co/3a1kJfgywc	256	0.0	0.823	0.177	0.4199
recruiteraz	Phoenix, AZ	-112.0863874,33.5080943	false	We're #hiring! Click to apply: RN CTOR (Full-Time/Days) - https://t.co/WU4K5iWGjp #Job #Nursing #Phoenix, AZ #Jobs	254	0.0	1.0	0.0	0.0
deannerussell	Phoenix, AZ	-112.0863874,33.5080943	false	We're #hiring! Click to apply: RN- TICU (Full-Time/Nights) - https://t.co/wDP5T2bazs #Job #Nursing #Phoenix, AZ #Jobs	254	0.0	1.0	0.0	0.0
StJosephsJobs	Phoenix, AZ	-112.0863874,33.5080943	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/CVk9b8jOh8 #Healthcare #Hiring	254	0.0	0.828	0.172	0.3612
TravelNurseWork	Sun City, AZ	-112.2718239,33.5975393	false	Can you recommend anyone for this #job in #SunCity, AZ? https://t.co/WYjTIHDcwc #travelnurse #Nursing #Nursing https://t.co/jo7fyvMqsI	343	0.0	0.848	0.152	0.3612
HonorHealthJobs	Phoenix, AZ	-112.0708775,33.5694587	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/zchp0RiSIM #Nursing #Hiring https://t.co/d76ghPiCZi	314	0.0	0.839	0.161	0.3612
_PhoenixAZ	Phoenix, AZ	-112.07,33.45	false	current weather in Phoenix: broken clouds, 54F 66% humidity, wind 6mph, pressure 1013mb	174	0.325	0.675	0.0	-0.6486
_GlendaleAZ	Arizona, USA	-112.19,33.54	false	current weather in Glendale: overcast clouds, 52F 58% humidity, wind 5mph, pressure 1014mb	268	0.155	0.845	0.0	-0.296
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	See our latest #Phoenix, AZ #job and click to apply: Registered Nurse - Clinical Coordinator - ICU - Full... - https://t.co/mR5iDlY0lD	196	0.0	1.0	0.0	0.0
azbarber	Phoenix, AZ	-112.00010415,33.43598734	false	PSA Livery #americanairlines #flightattendant #phoenix #airbus319 #pacificsouthwestairlines @ https://t.co/1bGlfrbCNN	178	0.0	1.0	0.0	0.0
Yxes	Phoenix, AZ	-112.1352466,33.58099442	false	They finished a beautiful remodel in the store. It looks twice as big as it was before.... https://t.co/eYnBiuE00V https://t.co/YxwlgXD3Qi	331	0.0	0.813	0.187	0.5994
PLRGRESALE	Phoenix, AZ	-112.047979,33.523871	false	Size 4 lululemon crops at Uptown for just $27! #ootd #shoplocalphx #igersphx #winterstyle https://t.co/g4HdqQmRZq	256	0.0	1.0	0.0	0.0
Its_Lip	Phoenix, AZ	-112.01302659,33.61084015	false	Random #CT find this morning at breakfast. #AliceCooper #dillonstadium #Hartford #Connecticut @ https://t.co/G4vXzuG7A4	358	0.0	1.0	0.0	0.0
teszmillan	Phoenix, AZ	-112.10702419,33.5855228	false	Found my dad's Xmas gift. #IHeartCyberMonday #EarlyChristmasShopping https://t.co/UI6yq1IHJU	332	0.0	0.707	0.293	0.4404
tmj_phx_health	Phoenix, AZ	-112.0740373,33.4483771	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/WrbrwZwIwi #Healthcare #Hiring #CareerArc	174	0.0	1.0	0.0	0.0
tmj_phx_jobs	Phoenix, AZ	-112.0740373,33.4483771	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/vjSxi6ldCT #Job #Jobs #Hiring #CareerArc	174	0.0	0.915	0.085	0.0772
tmj_phx_it	Phoenix, AZ	-112.0863874,33.5080943	false	We're #hiring! Click to apply: Integration Developer II (Remote Option) - https://t.co/D47V5kEieA #Job #IT #Phoenix, AZ #Jobs #CareerArc	254	0.0	1.0	0.0	0.0
tmj_phx_nursing	Arizona, USA	-112.1859866,33.5386523	false	Want to work in #Glendale, AZ? View our latest opening: https://t.co/Lxkz3mZiXV #Job #Nursing #Jobs #Hiring #CareerArc	268	0.0	0.92	0.08	0.0772
tmj_phx_hrta	Phoenix, AZ	-112.0295106,33.5103372	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/vtkspc64wt #Hospitality #Veterans #Hiring #CareerArc	257	0.0	0.848	0.152	0.3612
tmj_phx_edu	Phoenix, AZ	-112.0357137,33.3762931	false	See our latest #Phoenix, AZ #job and click to apply: Substitute Teachers Needed - Roosevelt School District... - https://t.co/fgwQRFSQPI	96	0.0	1.0	0.0	0.0
PaneraCareers	Phoenix, AZ	-112.0732757,33.4797818	false	See our latest #Phoenix, AZ #job and click to apply: Night Baker - https://t.co/3dxOMYWOuz #parttime #Hospitality https://t.co/CYfZpSY6yv	214	0.0	1.0	0.0	0.0
Justhike	Phoenix, AZ	-111.96161111,33.51472222	false	#hiking #Geocache #Geocaching @ Camelback Mountain https://t.co/A3Gopg2qQc	260	0.0	1.0	0.0	0.0
JobsatVA	Phoenix, AZ	-112.0740373,33.4483771	false	This #job might be a great fit for you: Staff Pathologist (Hematopatholoy) - https://t.co/HGUSJ4gNka #Physician https://t.co/0m7DidmjGA	174	0.0	0.645	0.355	0.765
tmj_phx_sales	Phoenix, AZ	-112.0740373,33.4483771	false	See our latest #Phoenix, AZ #job and click to apply: Sales Associate - https://t.co/ykPwh7rcIM #Sales #Hiring #CareerArc	174	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/BuK9gGIX2C #SignOnBonus #NurseLife #Nursing https://t.co/vFIlsotPnC	196	0.0	0.848	0.152	0.3612
Castlemania	Phoenix, AZ	-111.96161111,33.51472222	false	On top of #camelback at 2704 ft above sea level! #climbing #outdoors #winded #phoenix @ https://t.co/WgYTyXHCkk	260	0.0	0.87	0.13	0.2714
karliflm	Phoenix, AZ	-112.1696,33.46176	false	I'm at @IHOP in Phoenix, AZ https://t.co/Ytw1mlkP1y	189	0.0	1.0	0.0	0.0
tmj_phx_health	Sun City, AZ	-112.2718239,33.5975393	false	If you're looking for work in #SunCity, AZ, check out this #job: https://t.co/ZwpKjiMtx3 #Healthcare #Hiring #CareerArc	343	0.0	1.0	0.0	0.0
tmj_phx_hrta	Arizona, USA	-112.2361071,33.6332828	false	Can you recommend anyone for this #job in #Peoria, AZ? https://t.co/AfQPrAPTPr #Hospitality #Veterans #Hiring #CareerArc	385	0.0	0.848	0.152	0.3612
PM_DeJesus	Phoenix, AZ	-112.07638889,33.52833333	false	To all our friends in the PHOENIX AZ area, my friend barajaso26 and I invite you to join us THIS https://t.co/Z9iWVnPUN4	274	0.0	0.613	0.387	0.8442
tmj_phx_nursing	Phoenix, AZ	-112.0740373,33.4483771	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/HHxnWwV9ml #Job #Nursing #Jobs #Hiring #CareerArc	174	0.0	0.92	0.08	0.0772
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	See our latest #Phoenix, AZ #job and click to apply: Registered Nurse Traveler - Intensive Care Unit - Full... - https://t.co/ySSiXUNCHx	196	0.0	0.842	0.158	0.4939
MobileDaetriel	Phoenix, AZ	-112.083779,33.453742	false	Half tiger puzzle  Half beautiful lady for the @KrisNichole1. Model: Savannah https://t.co/hKWdCTDGfE	194	0.0	0.738	0.262	0.5994
gbbentley	Arizona, USA	-112.26132107,33.53237729	false	Happy 21st to my bestie Christine! It's been so fun getting covered in confetti at concerts, https://t.co/N5rTyn8YCX	264	0.0	0.646	0.354	0.8494
SunstateJobs	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job? Driver - Rollback - https://t.co/XT65Lt9x1B #DriverJobs #Transportation https://t.co/XwxpuPYZPv	174	0.0	0.828	0.172	0.3612
MyPhoenixLiving	Phoenix, AZ	-112.030723,33.507816	false	Check out my #listing in #Phoenix #AZ #realestate #realtor https://t.co/Y32FDrlenX https://t.co/AlrFGH6ihg	257	0.0	1.0	0.0	0.0
tmj_phx_hrta	Phoenix, AZ	-112.0295106,33.5103372	false	We're #hiring! Read about our latest #job opening here: Prep Cook - Military - https://t.co/SqkR19pbmO #Hospitality #Phoenix, AZ #Veterans	257	0.0	1.0	0.0	0.0
tmj_phx_cler	Phoenix, AZ	-112.0685027,33.5114334	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/pyIoVfuob5 #Clerical #Hiring #CareerArc	255	0.0	0.563	0.437	0.8519
tmj_phx_constru	Phoenix, AZ	-112.0740373,33.4483771	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/ll6NdqSZhO #Construction #Hiring #CareerArc	174	0.0	0.563	0.437	0.8519
tmj_phx_jobs	Phoenix, AZ	-112.0740373,33.4483771	false	Join the CVS Health team! See our latest #job opening here: https://t.co/WEVf0DEGtz #Phoenix, AZ #Hiring #CareerArc	174	0.0	0.858	0.142	0.3595
recruiteraz	Phoenix, AZ	-112.0863874,33.5080943	false	See our latest #Phoenix, AZ #job and click to apply: Nurse Practitioner - (Full Time/Days) - Trauma/General... - https://t.co/hcfyiNiovU	254	0.0	1.0	0.0	0.0
StJosephsJobs	Arizona, USA	-112.256285,33.5321111	false	Interested in a #job in #Glendale, AZ? This could be a great fit: https://t.co/Am4bJkQ3f9 #Healthcare #Hiring	264	0.0	0.542	0.458	0.8519
deannerussell	Phoenix, AZ	-112.0863874,33.5080943	false	This #job might be a great fit for you: RN-CTICU (Full-time Days) - https://t.co/PsX4JibwwM #Nursing #Phoenix, AZ #Hiring	254	0.0	0.68	0.32	0.765
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	See our latest #Phoenix, AZ #job and click to apply: Registered Nurse - Telemetry - Full Time - St Luke's... - https://t.co/mqgopXEiQO	196	0.0	1.0	0.0	0.0
tmj_phx_transp	Phoenix, AZ	-112.139593,33.447242	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/j8yjCRFm7o #gopenskecareers #Driver #Hiring #CareerArc	171	0.0	1.0	0.0	0.0
tmj_phx_nursing	Phoenix, AZ	-112.0740373,33.4483771	false	Join the Kindred Healthcare team! See our latest #job opening here: https://t.co/C9hTrk9FGv #Nursing #Phoenix, AZ #Hiring #CareerArc	174	0.0	0.865	0.135	0.3595
tmj_phx_acct	Phoenix, AZ	-112.029752,33.5106684	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/7M031ctBI5 #Accounting #Hiring #CareerArc	257	0.0	0.563	0.437	0.8519
tmj_phx_writing	Arizona, USA	-112.1859866,33.5386523	false	We're #hiring! Click to apply: General Labor - https://t.co/PXKjBEikSO #Job #Writing #Glendale, AZ #Jobs #CareerArc	268	0.0	1.0	0.0	0.0
tmj_phx_hrta	Phoenix, AZ	-112.0295106,33.5103372	false	Join the The Cheesecake Factory team! See our latest #job opening here: https://t.co/29HRiTaBL0 #Hospitality #Phoenix, AZ #Veterans #Hiring	257	0.0	0.872	0.128	0.3595
PLRGRESALE	Phoenix, AZ	-112.047979,33.523871	false	Size 4 lululemon tank for only $28 at Uptown! #ootd #shoplocalphx #igersphx #winterstyle https://t.co/FLqYyv4FRq	256	0.0	1.0	0.0	0.0
tmj_phx_health	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job? Certified Nursing Assistant CNA - PRN - Kindred Transitional Care &... - https://t.co/SXJF37F9IG	174	0.0	0.725	0.275	0.6908
tmj_phx_retail	Phoenix, AZ	-112.029752,33.5106684	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/GvOouIQsIz #Retail #Hiring #CareerArc	257	0.0	1.0	0.0	0.0
michaeltieso	Phoenix, AZ	-112.073778,33.455945	false	People are wearing shorts in Phoenix	194	0.0	1.0	0.0	0.0
JobsatNCGHotels	Phoenix, AZ	-112.0740373,33.4483771	false	#Phoenix, AZ #Empleo: Housekeeping Room Attendant de NCG https://t.co/QgaCAE575v #empleo #diversity #hoteljobs #travel #Hospitalidad	174	0.0	1.0	0.0	0.0
unheard_harmony	Phoenix, AZ	-112.07356,33.44791	false	Which way is up?. . @ Downtown Phoenix, AZ https://t.co/CJXePgZLGb	174	0.0	1.0	0.0	0.0
PLRGRESALE	Phoenix, AZ	-112.047979,33.523871	false	Size 12 lululemon tank for only $24 at Uptown! #ootd #shoplocalphx #igersphx #winterstyle https://t.co/OyAKfrrmzk	256	0.0	1.0	0.0	0.0
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	Michigan certifies Donald Trump as winner of states 16 electoral votes with recount request expected. https://t.co/GRh1nlcsPc	193	0.0	0.798	0.202	0.5859
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	This #job might be a great fit for you: Registered Nurse - Operating Room - Full Time - https://t.co/t6CjxSPkOV https://t.co/0O9jryFaha	196	0.0	0.68	0.32	0.765
maccynthia1122	Phoenix, AZ	-112.07638889,33.52833333	false	#beforeandafter of my #Bride this past week in #Phoenix. I love what I do . I am super #blessed https://t.co/7jZDxiadLb	274	0.0	0.649	0.351	0.8442
tmj_PHX_schn	Phoenix, AZ	-112.1580802,33.4239014	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/G6ixl5p4bl #Job #SupplyChain #Jobs #Hiring #CareerArc	150	0.0	0.92	0.08	0.0772
tmj_phx_hrta	Arizona, USA	-112.2361071,33.6332828	false	If you're looking for work in #Peoria, AZ, check out this #job: https://t.co/v7uSoqqJgo #Hospitality #Veterans #Hiring #CareerArc	385	0.0	1.0	0.0	0.0
PLRGRESALE	Phoenix, AZ	-112.047979,33.523871	false	lululemon shorts in a 12 at Uptown for only $30! #ootd #shoplocalphx #igersphx #winterstyle https://t.co/BkBUE6aqxq	256	0.0	1.0	0.0	0.0
tmj_phx_nursing	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job? Registered Nurse - PT Eve - Kindred Transitional Care & Rehab Phoenix - https://t.co/Fs52BgjbcT	174	0.0	0.725	0.275	0.6908
tmj_azs_cosmo	Phoenix, AZ	-111.9761041,33.7985014	false	This #job might be a great fit for you: Hair Stylist - https://t.co/Udb5CAbhJq #Cosmetology #CaveCreek, AZ #Hiring #CareerArc	580	0.0	0.68	0.32	0.765
_GlendaleAZ	Arizona, USA	-112.19,33.54	false	temperature up 52F -> 54F humidity up 58% -> 62%	268	0.0	1.0	0.0	0.0
tmj_phx_cosmo	Phoenix, AZ	-112.1397725,33.7133054	false	See our latest #Glendale, AZ #job and click to apply: Hair Stylist - https://t.co/cprCl6ZGUc #Cosmetology #Hiring #CareerArc	471	0.0	1.0	0.0	0.0
npdigital	Phoenix, AZ	-112.07022991,33.4522777	false	Just posted a photo @ Sheraton Grand Phoenix https://t.co/KnxQfrlUrQ	174	0.0	0.667	0.333	0.4588
PLRGRESALE	Phoenix, AZ	-112.047979,33.523871	false	Love this floral tank by lululemon at Uptown! Size 4 and just $26! #ootd #shoplocalphx https://t.co/4G0DIJf0Gd	256	0.0	0.745	0.255	0.6988
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	We're #hiring! Click to apply: Registered Nurse - Regional Transfer Center - Full Time - https://t.co/hfME7fNB9s https://t.co/NqHz2511Le	196	0.0	1.0	0.0	0.0
tmj_phx_jobs	Phoenix, AZ	-112.2026347,33.4304026	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/rcgqCwefOq #Hiring #CareerArc	147	0.0	1.0	0.0	0.0
zlind76	Phoenix, AZ	-111.96161111,33.51472222	false	It's happening. @ Camelback Mountain https://t.co/lWa6DFTlCL	260	0.0	1.0	0.0	0.0
tmj_phx_hrta	Phoenix, AZ	-112.0295106,33.5103372	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/60OF6dtGwS #Job #Hospitality #Veterans #Jobs #Hiring #CareerArc	257	0.0	0.925	0.075	0.0772
HonorHealthJobs	Phoenix, AZ	-112.1123006,33.6629851	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/CFGYs7zmGh #Job #Nursing #Jobs #Hiring https://t.co/rsyGpLgCfY	412	0.0	0.92	0.08	0.0772
PLRGRESALE	Phoenix, AZ	-112.047979,33.523871	false	Halter lululemon top at Uptown! Size 4 for $24! #ootd #shoplocalphx #igersphx #winterstyle https://t.co/NFqU8wExrX	256	0.0	0.834	0.166	0.3365
npdigital	Phoenix, AZ	-112.07022991,33.4522777	false	Just posted a video @ Sheraton Grand Phoenix https://t.co/a2jA3jHSfT	174	0.0	0.667	0.333	0.4588
tmj_phx_sales	Phoenix, AZ	-112.0740373,33.4483771	false	Join the The Procter & Gamble Company team! See our latest #job opening here: https://t.co/gnRPvcnFIM #Sales #Phoenix, AZ #Veterans #Hiring	174	0.0	0.878	0.122	0.3595
tmj_phx_health	Sun City, AZ	-112.2718239,33.5975393	false	Can you recommend anyone for this #job in #SunCity, AZ? https://t.co/NASd7reCsN #Healthcare #Hiring #CareerArc	343	0.0	0.839	0.161	0.3612
TonicPhotos	Tempe, AZ	-111.96689,33.42707	false	A #beer a day does a body good. #beerpour #ipa #foodphotographer @ tonic photo studios https://t.co/q6RIyC3WOZ	160	0.0	0.791	0.209	0.4404
tmj_phx_adv	Phoenix, AZ	-112.029752,33.5106684	false	Join the The Creative Group team! See our latest #job opening here: https://t.co/VOO7N8ij14 #Marketing #Phoenix, AZ #Hiring #CareerArc	257	0.0	0.748	0.252	0.6588
tmj_phx_nursing	Phoenix, AZ	-112.0740373,33.4483771	false	This #job might be a great fit for you: Wound Care RN - FT - Kindred Transitional Care & Rehab Phoenix - https://t.co/i7Arhc2u58 #Nursing	174	0.0	0.536	0.464	0.9186
tmj_PHX_secure	Phoenix, AZ	-112.0863874,33.5080943	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/mK9zWyb2Mr #security #Hiring #CareerArc	254	0.0	0.839	0.161	0.3612
rleychavez	Phoenix, AZ	-112.25743,33.47817	false	Remember, your circumstances may be out of your control but we all have the choice to change https://t.co/MbYTrJdEpe	204	0.0	1.0	0.0	0.0
npdigital	Phoenix, AZ	-112.07022991,33.4522777	false	Just posted a video @ Sheraton Grand Phoenix https://t.co/2aAhrIwy5A	174	0.0	0.667	0.333	0.4588
PLRGRESALE	Phoenix, AZ	-112.047979,33.523871	false	Size 8 lululemon tank for $22 at Uptown! #ootd #shoplocalphx #igersphx #winterstyle https://t.co/m0KJ3FDqkH	256	0.0	1.0	0.0	0.0
ICE_Careers	Phoenix, AZ	-112.0740373,33.4483771	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/GdiyR7VRyz #LifeatICE #Tourism #Marketing #Hiring	174	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	This #job might be a great fit for you: Registered Nurse - Telemetry - Full Time - Nights - St Luke's... - https://t.co/mgqt85h8Gb	196	0.0	0.694	0.306	0.765
